Auswertung;TabZeileNeu;TabZeile;aktJahr;Schuljahr;Stichdatum;GdeNr;GemeindeGde;Gemeinde;VerwaltungskreisNr;Verwaltungskreis;SchuleNr;Schule;TrägerNr;Träger;USpracheNr;Unterrichtssprache;BildungsstufeNr;Bildungsstufe;SchultypNr;Schultyp;Anzahl_Schueler;Anzahl_Frauen;Anzahl_Ausl;Anzahl_Fremdspr;Bezeichungen_fr;GemeindeGde_fr;Gemeinde_fr;Verwaltungskreis_fr;Schule_fr;Traeger_fr;Unterrichtssprache_fr;Bildungsstufe_fr;Schultyp_fr
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;858;Ecole primaire Geyisried;22;Öffentliche Schule;181;Französisch;10002;Primarstufe;20002;Regelklasse Primarstufe;80;49;32;28;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Ecole primaire Geyisried;École publique;français;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;850;Ecole primaire du Marché-Neuf;22;Öffentliche Schule;;-;10000;Total Schule;;-;233;117;112;108;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Ecole primaire du Marché-Neuf;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;850;Ecole primaire du Marché-Neuf;22;Öffentliche Schule;181;Französisch;10001;Vorschulstufe;20001;Vorschulstufe;1;0;1;0;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Ecole primaire du Marché-Neuf;École publique;français;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;850;Ecole primaire du Marché-Neuf;22;Öffentliche Schule;181;Französisch;10002;Primarstufe;20002;Regelklasse Primarstufe;222;114;102;100;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Ecole primaire du Marché-Neuf;École publique;français;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;850;Ecole primaire du Marché-Neuf;22;Öffentliche Schule;181;Französisch;10002;Primarstufe;20032;Besondere Klassen Primarstufe;10;3;9;8;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Ecole primaire du Marché-Neuf;École publique;français;Degré primaire;Classes spéciales degré primaire
2;41;2;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;835;Collège de la Suze;22;Öffentliche Schule;;-;10000;Total Schule;;-;258;140;71;76;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège de la Suze;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;835;Collège de la Suze;22;Öffentliche Schule;181;Französisch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;66;26;30;31;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège de la Suze;École publique;français;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;835;Collège de la Suze;22;Öffentliche Schule;181;Französisch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;192;114;41;45;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège de la Suze;École publique;français;Degré secondaire I;Classes secondaires (sections m et p)
2;41;2;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;836;Collège des Platanes;22;Öffentliche Schule;;-;10000;Total Schule;;-;247;107;100;76;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège des Platanes;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;836;Collège des Platanes;22;Öffentliche Schule;181;Französisch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;52;20;29;22;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège des Platanes;École publique;français;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;836;Collège des Platanes;22;Öffentliche Schule;181;Französisch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;186;83;64;50;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège des Platanes;École publique;français;Degré secondaire I;Classes secondaires (sections m et p)
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;836;Collège des Platanes;22;Öffentliche Schule;181;Französisch;10003;Sekundarstufe I;20033;Besondere Klassen Sekundarstufe I;9;4;7;4;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège des Platanes;École publique;français;Degré secondaire I;Classes spéciales degré secondaire I
2;41;2;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;837;Collège du Châtelet;22;Öffentliche Schule;;-;10000;Total Schule;;-;231;122;94;85;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège du Châtelet;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;837;Collège du Châtelet;22;Öffentliche Schule;181;Französisch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;66;30;38;38;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège du Châtelet;École publique;français;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;837;Collège du Châtelet;22;Öffentliche Schule;181;Französisch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;165;92;56;47;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;Collège du Châtelet;École publique;français;Degré secondaire I;Classes secondaires (sections m et p)
2;41;2;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;2031;EduParc College;24;Nicht subventionierte Schule;;-;10000;Total Schule;;-;62;19;3;2;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;EduParc College;École non subventionnée;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;2031;EduParc College;24;Nicht subventionierte Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;5;1;0;1;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;EduParc College;École non subventionnée;allemand;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;2031;EduParc College;24;Nicht subventionierte Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;50;17;0;0;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;EduParc College;École non subventionnée;allemand;Degré secondaire I;Classes secondaires (sections m et p)
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;2031;EduParc College;24;Nicht subventionierte Schule;181;Französisch;10002;Primarstufe;20002;Regelklasse Primarstufe;2;0;1;0;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;EduParc College;École non subventionnée;français;Degré primaire;Classes régulières degré primaire
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;2031;EduParc College;24;Nicht subventionierte Schule;181;Französisch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;1;0;0;0;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;EduParc College;École non subventionnée;français;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;371;Gemeinde Biel/Bienne;Biel/Bienne;242;Verwaltungskreis Biel/Bienne;2031;EduParc College;24;Nicht subventionierte Schule;181;Französisch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;4;1;2;1;franz. Bezeichnungen:;Commune de Biel/Bienne;Biel/Bienne;Arrondissement administratif Biel/Bienne;EduParc College;École non subventionnée;français;Degré secondaire I;Classes secondaires (sections m et p)
4;31;4;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;10603;Total Gemeinde Biglen nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;238;119;25;20;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Total commune de Biglen selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;10603;Total Gemeinde Biglen nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;30;9;3;3;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Total commune de Biglen selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;10603;Total Gemeinde Biglen nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;101;49;12;8;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Total commune de Biglen selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;10603;Total Gemeinde Biglen nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;107;61;10;9;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Total commune de Biglen selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;354;Kindergarten und Primarschule Biglen;22;Öffentliche Schule;;-;10000;Total Schule;;-;131;58;15;11;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Kindergarten und Primarschule Biglen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;354;Kindergarten und Primarschule Biglen;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;30;9;3;3;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Kindergarten und Primarschule Biglen;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;354;Kindergarten und Primarschule Biglen;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;101;49;12;8;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Kindergarten und Primarschule Biglen;École publique;allemand;Degré primaire;Classes régulières degré primaire
2;41;2;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;755;Sekundar- und Realschule Biglen;22;Öffentliche Schule;;-;10000;Total Schule;;-;107;61;10;9;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Sekundar- und Realschule Biglen;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;755;Sekundar- und Realschule Biglen;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20005;Realklassen, RILZ3+ und integrierte Sonderschulung;26;11;4;5;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Sekundar- und Realschule Biglen;École publique;allemand;Degré secondaire I;Classes générales, OAIr3+ et enseignement spécialisé intégré
1;42;1;2012;2012/13;15.09.2012;603;Gemeinde Biglen;Biglen;246;Verwaltungskreis Bern-Mittelland;755;Sekundar- und Realschule Biglen;22;Öffentliche Schule;180;Deutsch;10003;Sekundarstufe I;20031;Sekundarklassen und spezielle Sekundarklassen;81;50;6;4;franz. Bezeichnungen:;Commune de Biglen;Biglen;Arrondissement administratif Berne-Mittelland;Sekundar- und Realschule Biglen;École publique;allemand;Degré secondaire I;Classes secondaires (sections m et p)
4;31;4;2012;2012/13;15.09.2012;604;Gemeinde Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;246;Verwaltungskreis Bern-Mittelland;10604;Total Gemeinde Bleiken bei Oberdiessbach nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;41;22;0;0;franz. Bezeichnungen:;Commune de Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;Arrondissement administratif Berne-Mittelland;Total commune de Bleiken bei Oberdiessbach selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;604;Gemeinde Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;246;Verwaltungskreis Bern-Mittelland;10604;Total Gemeinde Bleiken bei Oberdiessbach nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;10;5;0;0;franz. Bezeichnungen:;Commune de Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;Arrondissement administratif Berne-Mittelland;Total commune de Bleiken bei Oberdiessbach selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;604;Gemeinde Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;246;Verwaltungskreis Bern-Mittelland;10604;Total Gemeinde Bleiken bei Oberdiessbach nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;31;17;0;0;franz. Bezeichnungen:;Commune de Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;Arrondissement administratif Berne-Mittelland;Total commune de Bleiken bei Oberdiessbach selon degré d'enseignement;-;allemand;Degré primaire;-
2;41;2;2012;2012/13;15.09.2012;604;Gemeinde Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;246;Verwaltungskreis Bern-Mittelland;374;Schule Bleiken;22;Öffentliche Schule;;-;10000;Total Schule;;-;41;22;0;0;franz. Bezeichnungen:;Commune de Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;Arrondissement administratif Berne-Mittelland;Schule Bleiken;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;604;Gemeinde Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;246;Verwaltungskreis Bern-Mittelland;374;Schule Bleiken;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;10;5;0;0;franz. Bezeichnungen:;Commune de Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;Arrondissement administratif Berne-Mittelland;Schule Bleiken;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;604;Gemeinde Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;246;Verwaltungskreis Bern-Mittelland;374;Schule Bleiken;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;31;17;0;0;franz. Bezeichnungen:;Commune de Bleiken bei Oberdiessbach;Bleiken bei Oberdiessbach;Arrondissement administratif Berne-Mittelland;Schule Bleiken;École publique;allemand;Degré primaire;Classes régulières degré primaire
4;31;4;2012;2012/13;15.09.2012;922;Gemeinde Blumenstein;Blumenstein;247;Verwaltungskreis Thun;10922;Total Gemeinde Blumenstein nach Schulstufe;;-;;-;10000;Total Gemeinde;;-;119;55;3;3;franz. Bezeichnungen:;Commune de Blumenstein;Blumenstein;Arrondissement administratif Thoune;Total commune de Blumenstein selon degré d'enseignement;-;-;Total de la commune;-
3;32;3;2012;2012/13;15.09.2012;922;Gemeinde Blumenstein;Blumenstein;247;Verwaltungskreis Thun;10922;Total Gemeinde Blumenstein nach Schulstufe;;-;180;Deutsch;10001;Vorschulstufe;;-;42;17;2;0;franz. Bezeichnungen:;Commune de Blumenstein;Blumenstein;Arrondissement administratif Thoune;Total commune de Blumenstein selon degré d'enseignement;-;allemand;Degré préscolaire;-
3;32;3;2012;2012/13;15.09.2012;922;Gemeinde Blumenstein;Blumenstein;247;Verwaltungskreis Thun;10922;Total Gemeinde Blumenstein nach Schulstufe;;-;180;Deutsch;10002;Primarstufe;;-;63;27;0;1;franz. Bezeichnungen:;Commune de Blumenstein;Blumenstein;Arrondissement administratif Thoune;Total commune de Blumenstein selon degré d'enseignement;-;allemand;Degré primaire;-
3;32;3;2012;2012/13;15.09.2012;922;Gemeinde Blumenstein;Blumenstein;247;Verwaltungskreis Thun;10922;Total Gemeinde Blumenstein nach Schulstufe;;-;180;Deutsch;10003;Sekundarstufe I;;-;14;11;1;2;franz. Bezeichnungen:;Commune de Blumenstein;Blumenstein;Arrondissement administratif Thoune;Total commune de Blumenstein selon degré d'enseignement;-;allemand;Degré secondaire I;-
2;41;2;2012;2012/13;15.09.2012;922;Gemeinde Blumenstein;Blumenstein;247;Verwaltungskreis Thun;191;Kindergarten und Schule Blumenstein;22;Öffentliche Schule;;-;10000;Total Schule;;-;119;55;3;3;franz. Bezeichnungen:;Commune de Blumenstein;Blumenstein;Arrondissement administratif Thoune;Kindergarten und Schule Blumenstein;École publique;-;Total école;-
1;42;1;2012;2012/13;15.09.2012;922;Gemeinde Blumenstein;Blumenstein;247;Verwaltungskreis Thun;191;Kindergarten und Schule Blumenstein;22;Öffentliche Schule;180;Deutsch;10001;Vorschulstufe;20001;Vorschulstufe;42;17;2;0;franz. Bezeichnungen:;Commune de Blumenstein;Blumenstein;Arrondissement administratif Thoune;Kindergarten und Schule Blumenstein;École publique;allemand;Degré préscolaire;Degré préscolaire
1;42;1;2012;2012/13;15.09.2012;922;Gemeinde Blumenstein;Blumenstein;247;Verwaltungskreis Thun;191;Kindergarten und Schule Blumenstein;22;Öffentliche Schule;180;Deutsch;10002;Primarstufe;20002;Regelklasse Primarstufe;63;27;0;1;franz. Bezeichnungen:;Commune de Blumenstein;Blumenstein;Arrondissement administratif Thoune;Kindergarten und Schule Blumenstein;École publique;allemand;Degré primaire;Classes régulières degré primaire
